ExistingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,CurrentEmplymentStatus,InstallmentRate,PersonalStatusAndSex,OtherGuarantors,DurationInCurrentResidence,Property,Age,OtherInstallment,Housing,ExistingCredits,Job,PeopleLiable,Telephone,ForeignWorker,Sex,Marital_Status,ClassificationStatus
None,12,existing credits paid back duly till now ,Education,684,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,4,Car,40,None,Rent,1,Unskilled Resident,2,no,yes,Male,Single,0
None,48,existing credits paid back duly till now ,Education,7476,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,1,None,50,None,Free,1,Executive,1,yes,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Furniture,1922,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,Life Insurance,37,None,Own,1,Unskilled Resident,1,no,yes,Male,Single,0
None,24,existing credits paid back duly till now ,Car (New),2303,Below 100 DM,Above 7 Years,4,"Male, Single",Co-Applicant,1,Real Estate,45,None,Own,1,Skilled,1,no,yes,Male,Single,0
Below 200 DM,36,delay in paying off in the past ,Car (New),8086,"[100, 500) DM",Above 7 Years,2,"Male, Single",None,4,Car,42,None,Own,4,Executive,1,yes,yes,Male,Single,0
No Account,24,critical account/ other credits existing (not at this bank),Car (Used),2346,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,3,Car,35,None,Own,2,Skilled,1,yes,yes,Male,Single,1
None,14,existing credits paid back duly till now ,Car (New),3973,Below 100 DM,Unemployed,1,"Male, Single",None,4,None,22,None,Free,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Car (New),888,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,41,Bank,Own,1,Unskilled Resident,2,no,yes,Male,Single,0
No Account,48,existing credits paid back duly till now ,Radio/TV,10222,None,"[4, 7) Years",4,"Male, Single",None,3,Car,37,Stores,Own,1,Skilled,1,yes,yes,Male,Single,1
Below 200 DM,30,no credits taken/ all credits paid back duly ,Business,4221,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",None,1,Car,28,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,18,critical account/ other credits existing (not at this bank),Furniture,6361,Below 100 DM,Above 7 Years,2,"Male, Single",None,1,None,41,None,Own,1,Skilled,1,yes,yes,Male,Single,1
Above 200 DM,12,existing credits paid back duly till now ,Radio/TV,1297,Below 100 DM,"[1, 4) Years",3,"Male, Married/Widowed",None,4,Real Estate,23,None,Rent,1,Skilled,1,no,yes,Male,Married/Widowed,1
None,12,existing credits paid back duly till now ,Car (New),900,None,"[1, 4) Years",4,"Male, Married/Widowed",None,2,Car,23,None,Own,1,Skilled,1,no,yes,Male,Married/Widowed,0
No Account,21,existing credits paid back duly till now ,Furniture,2241,Below 100 DM,Above 7 Years,4,"Male, Single",None,2,Real Estate,50,None,Own,2,Skilled,1,no,yes,Male,Single,1
Below 200 DM,6,delay in paying off in the past ,Furniture,1050,Below 100 DM,Unemployed,4,"Male, Single",None,1,Life Insurance,35,Stores,Own,2,Executive,1,yes,yes,Male,Single,1
Above 200 DM,6,critical account/ other credits existing (not at this bank),Education,1047,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",None,4,Life Insurance,50,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,24,critical account/ other credits existing (not at this bank),Others,6314,Below 100 DM,Unemployed,4,"Male, Single",Co-Applicant,2,None,27,Bank,Own,2,Executive,1,yes,yes,Male,Single,1
Below 200 DM,30,all credits at this bank paid back duly ,Furniture,3496,Above 1000 DM,"[1, 4) Years",4,"Male, Single",None,2,Car,34,Stores,Own,1,Skilled,2,yes,yes,Male,Single,1
No Account,48,all credits at this bank paid back duly ,Business,3609,Below 100 DM,"[1, 4) Years",1,"Female, Divorced",None,1,Real Estate,27,Stores,Own,1,Skilled,1,no,yes,Female,Divorced,1
None,12,critical account/ other credits existing (not at this bank),Car (New),4843,Below 100 DM,Above 7 Years,3,"Male, Single",Co-Applicant,4,Life Insurance,43,None,Rent,2,Skilled,1,yes,yes,Male,Single,0
Above 200 DM,30,critical account/ other credits existing (not at this bank),Radio/TV,3017,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Life Insurance,47,None,Own,1,Skilled,1,no,yes,Male,Single,1
No Account,24,critical account/ other credits existing (not at this bank),Business,4139,"[100, 500) DM","[1, 4) Years",3,"Male, Single",None,3,Life Insurance,27,None,Own,2,Unskilled Resident,1,yes,yes,Male,Single,1
No Account,36,existing credits paid back duly till now ,Business,5742,"[100, 500) DM","[4, 7) Years",2,"Male, Single",None,2,Car,31,None,Own,2,Skilled,1,yes,yes,Male,Single,1
No Account,60,existing credits paid back duly till now ,Car (New),10366,Below 100 DM,Above 7 Years,2,"Male, Single",None,4,Life Insurance,42,None,Own,1,Executive,1,yes,yes,Male,Single,1
No Account,6,critical account/ other credits existing (not at this bank),Car (New),2080,"[500, 1000) DM","[1, 4) Years",1,"Male, Married/Widowed",None,2,Car,24,None,Own,1,Skilled,1,no,yes,Male,Married/Widowed,1
No Account,21,delay in paying off in the past ,Business,2580,"[500, 1000) DM",<1 Year,4,"Male, Single",None,2,Real Estate,41,Bank,Own,1,Unskilled Resident,2,no,yes,Male,Single,0
No Account,30,critical account/ other credits existing (not at this bank),Radio/TV,4530,Below 100 DM,"[4, 7) Years",4,"Female, Divorced",None,4,Car,26,None,Rent,1,Executive,1,yes,yes,Female,Divorced,1
No Account,24,critical account/ other credits existing (not at this bank),Furniture,5150,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,33,None,Own,1,Skilled,1,yes,yes,Male,Single,1
Below 200 DM,72,existing credits paid back duly till now ,Radio/TV,5595,"[100, 500) DM","[1, 4) Years",2,"Male, Married/Widowed",None,2,Car,24,None,Own,1,Skilled,1,no,yes,Male,Married/Widowed,0
None,24,existing credits paid back duly till now ,Radio/TV,2384,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Real Estate,64,Bank,Rent,1,Unskilled Resident,1,no,yes,Male,Single,1
No Account,18,existing credits paid back duly till now ,Radio/TV,1453,Below 100 DM,<1 Year,3,"Female, Divorced",None,1,Real Estate,26,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,6,existing credits paid back duly till now ,Education,1538,Below 100 DM,<1 Year,1,"Female, Divorced",None,2,None,56,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,12,existing credits paid back duly till now ,Radio/TV,2279,None,"[1, 4) Years",4,"Male, Single",None,4,None,37,None,Free,1,Skilled,1,yes,yes,Male,Single,1
No Account,15,delay in paying off in the past ,Radio/TV,1478,Below 100 DM,"[1, 4) Years",4,"Male, Married/Widowed",None,3,Real Estate,33,Bank,Own,2,Skilled,1,no,yes,Male,Married/Widowed,1
No Account,24,critical account/ other credits existing (not at this bank),Radio/TV,5103,Below 100 DM,<1 Year,3,"Male, Married/Widowed",None,3,None,47,None,Free,3,Skilled,1,yes,yes,Male,Married/Widowed,1
Below 200 DM,36,delay in paying off in the past ,Business,9857,"[100, 500) DM","[4, 7) Years",1,"Male, Single",None,3,Life Insurance,31,None,Own,2,Unskilled Resident,2,yes,yes,Male,Single,1
No Account,60,existing credits paid back duly till now ,Car (New),6527,None,"[1, 4) Years",4,"Male, Single",None,4,None,34,None,Free,1,Skilled,2,yes,yes,Male,Single,1
Above 200 DM,10,critical account/ other credits existing (not at this bank),Radio/TV,1347,None,"[4, 7) Years",4,"Male, Single",None,2,Life Insurance,27,None,Own,2,Skilled,1,yes,yes,Male,Single,1
Below 200 DM,36,delay in paying off in the past ,Car (New),2862,"[100, 500) DM",Above 7 Years,4,"Male, Single",None,3,None,30,None,Free,1,Skilled,1,no,yes,Male,Single,1
No Account,9,existing credits paid back duly till now ,Radio/TV,2753,"[100, 500) DM",Above 7 Years,3,"Male, Single",Co-Applicant,4,Car,35,None,Own,1,Skilled,1,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Car (New),3651,Above 1000 DM,"[1, 4) Years",1,"Male, Single",None,3,Life Insurance,31,None,Own,1,Skilled,2,no,yes,Male,Single,1
None,15,critical account/ other credits existing (not at this bank),Furniture,975,Below 100 DM,"[1, 4) Years",2,"Male, Divorced",None,3,Life Insurance,25,None,Own,2,Skilled,1,no,yes,Male,Divorced,1
Below 200 DM,15,existing credits paid back duly till now ,Repairs,2631,"[100, 500) DM","[1, 4) Years",3,"Female, Divorced",None,2,Real Estate,25,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
Below 200 DM,24,existing credits paid back duly till now ,Radio/TV,2896,"[100, 500) DM",<1 Year,2,"Male, Single",None,1,Car,29,None,Own,1,Skilled,1,no,yes,Male,Single,1
None,6,critical account/ other credits existing (not at this bank),Car (New),4716,None,<1 Year,1,"Male, Single",None,3,Real Estate,44,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,1
No Account,24,existing credits paid back duly till now ,Radio/TV,2284,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,2,Car,28,None,Own,1,Skilled,1,yes,yes,Male,Single,1
No Account,6,existing credits paid back duly till now ,Car (Used),1236,"[500, 1000) DM","[1, 4) Years",2,"Male, Single",None,4,Life Insurance,50,None,Rent,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,12,existing credits paid back duly till now ,Radio/TV,1103,Below 100 DM,"[4, 7) Years",4,"Male, Single",Guarantor,3,Real Estate,29,None,Own,2,Skilled,1,no,no,Male,Single,1
No Account,12,critical account/ other credits existing (not at this bank),Car (New),926,Below 100 DM,Unemployed,1,"Female, Divorced",None,2,Life Insurance,38,None,Own,1,"Unemployed, Unskilled",1,no,yes,Female,Divorced,1
No Account,18,critical account/ other credits existing (not at this bank),Radio/TV,1800,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,Car,24,None,Own,2,Skilled,1,no,yes,Male,Single,1
Above 200 DM,15,existing credits paid back duly till now ,Education,1905,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,40,None,Rent,1,Executive,1,yes,yes,Male,Single,1
No Account,12,existing credits paid back duly till now ,Furniture,1123,"[500, 1000) DM","[1, 4) Years",4,"Female, Divorced",None,4,Car,29,None,Rent,1,Unskilled Resident,1,no,yes,Female,Divorced,0
None,48,critical account/ other credits existing (not at this bank),Car (Used),6331,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,None,46,None,Free,2,Skilled,1,yes,yes,Male,Single,0
Above 200 DM,24,existing credits paid back duly till now ,Radio/TV,1377,"[100, 500) DM",Above 7 Years,4,"Female, Divorced",None,2,None,47,None,Free,1,Skilled,1,yes,yes,Female,Divorced,1
Below 200 DM,30,delay in paying off in the past ,Business,2503,"[100, 500) DM",Above 7 Years,4,"Male, Single",None,2,Life Insurance,41,Stores,Own,2,Skilled,1,no,yes,Male,Single,1
Below 200 DM,27,existing credits paid back duly till now ,Business,2528,Below 100 DM,<1 Year,4,"Female, Divorced",None,1,Life Insurance,32,None,Own,1,Skilled,2,yes,yes,Female,Divorced,1
No Account,15,existing credits paid back duly till now ,Car (New),5324,"[500, 1000) DM",Above 7 Years,1,"Female, Divorced",None,4,None,35,None,Free,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,48,existing credits paid back duly till now ,Car (New),6560,"[100, 500) DM","[4, 7) Years",3,"Male, Single",None,2,Life Insurance,24,None,Own,1,Skilled,1,no,yes,Male,Single,0
Below 200 DM,12,no credits taken/ all credits paid back duly ,Furniture,2969,Below 100 DM,<1 Year,4,"Female, Divorced",None,3,Life Insurance,25,None,Rent,2,Skilled,1,no,yes,Female,Divorced,0
Below 200 DM,9,existing credits paid back duly till now ,Radio/TV,1206,Below 100 DM,Above 7 Years,4,"Female, Divorced",None,4,Real Estate,25,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,9,existing credits paid back duly till now ,Radio/TV,2118,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,2,Real Estate,37,None,Own,1,Unskilled Resident,2,no,yes,Male,Single,1
No Account,18,critical account/ other credits existing (not at this bank),Radio/TV,629,"[500, 1000) DM",Above 7 Years,4,"Male, Single",None,3,Life Insurance,32,Bank,Own,2,Executive,1,yes,yes,Male,Single,1
None,6,all credits at this bank paid back duly ,Education,1198,Below 100 DM,Above 7 Years,4,"Female, Divorced",None,4,None,35,None,Free,1,Skilled,1,no,yes,Female,Divorced,0
No Account,21,existing credits paid back duly till now ,Car (Used),2476,None,Above 7 Years,4,"Male, Single",None,4,Real Estate,46,None,Own,1,Executive,1,yes,yes,Male,Single,1
None,9,critical account/ other credits existing (not at this bank),Radio/TV,1138,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,4,Real Estate,25,None,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
Below 200 DM,60,existing credits paid back duly till now ,Car (New),14027,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,2,None,27,None,Own,1,Executive,1,yes,yes,Male,Single,0
No Account,30,critical account/ other credits existing (not at this bank),Car (Used),7596,None,Above 7 Years,1,"Male, Single",None,4,Car,63,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,30,critical account/ other credits existing (not at this bank),Radio/TV,3077,None,Above 7 Years,3,"Male, Single",None,2,Car,40,None,Own,2,Skilled,2,yes,yes,Male,Single,1
No Account,18,existing credits paid back duly till now ,Radio/TV,1505,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,None,32,None,Free,1,Executive,1,yes,yes,Male,Single,1
Above 200 DM,24,critical account/ other credits existing (not at this bank),Radio/TV,3148,None,"[1, 4) Years",3,"Male, Single",None,2,Car,31,None,Own,2,Skilled,1,yes,yes,Male,Single,1
Below 200 DM,20,no credits taken/ all credits paid back duly ,Car (Used),6148,"[100, 500) DM",Above 7 Years,3,"Male, Married/Widowed",None,4,Car,31,Bank,Own,2,Skilled,1,yes,yes,Male,Married/Widowed,1
Above 200 DM,9,no credits taken/ all credits paid back duly ,Radio/TV,1337,Below 100 DM,<1 Year,4,"Male, Single",None,2,Car,34,None,Own,2,Executive,1,yes,yes,Male,Single,0
Below 200 DM,6,all credits at this bank paid back duly ,Education,433,Above 1000 DM,<1 Year,4,"Female, Divorced",None,2,Life Insurance,24,Bank,Rent,1,Skilled,2,no,yes,Female,Divorced,0
None,12,existing credits paid back duly till now ,Car (New),1228,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,2,Real Estate,24,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,0
Below 200 DM,9,existing credits paid back duly till now ,Radio/TV,790,"[500, 1000) DM","[1, 4) Years",4,"Female, Divorced",None,3,Real Estate,66,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,27,existing credits paid back duly till now ,Car (New),2570,Below 100 DM,"[1, 4) Years",3,"Female, Divorced",None,3,Real Estate,21,None,Rent,1,Skilled,1,no,yes,Female,Divorced,0
No Account,6,critical account/ other credits existing (not at this bank),Car (New),250,Above 1000 DM,"[1, 4) Years",2,"Female, Divorced",None,2,Real Estate,41,Bank,Own,2,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,15,critical account/ other credits existing (not at this bank),Radio/TV,1316,"[500, 1000) DM","[1, 4) Years",2,"Male, Married/Widowed",None,2,Life Insurance,47,None,Own,2,Unskilled Resident,1,no,yes,Male,Married/Widowed,1
None,18,existing credits paid back duly till now ,Radio/TV,1882,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,4,Car,25,Bank,Rent,2,Skilled,1,no,yes,Female,Divorced,0
Below 200 DM,48,all credits at this bank paid back duly ,Business,6416,Below 100 DM,Above 7 Years,4,"Female, Divorced",None,3,None,59,None,Rent,1,Skilled,1,no,yes,Female,Divorced,0
Above 200 DM,24,critical account/ other credits existing (not at this bank),Business,1275,Above 1000 DM,"[1, 4) Years",2,"Male, Divorced",None,4,Real Estate,36,None,Own,2,Skilled,1,yes,yes,Male,Divorced,1
Below 200 DM,24,delay in paying off in the past ,Radio/TV,6403,Below 100 DM,<1 Year,1,"Male, Single",None,2,Car,33,None,Own,1,Skilled,1,no,yes,Male,Single,1
None,24,existing credits paid back duly till now ,Radio/TV,1987,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,4,Real Estate,21,None,Rent,1,Unskilled Resident,2,no,yes,Male,Single,0
Below 200 DM,8,existing credits paid back duly till now ,Radio/TV,760,Below 100 DM,"[4, 7) Years",4,"Female, Divorced",Guarantor,2,Real Estate,44,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,24,existing credits paid back duly till now ,Car (Used),2603,Above 1000 DM,"[1, 4) Years",2,"Female, Divorced",None,4,Car,28,None,Rent,1,Skilled,1,yes,yes,Female,Divorced,1
No Account,4,critical account/ other credits existing (not at this bank),Car (New),3380,Below 100 DM,"[4, 7) Years",1,"Female, Divorced",None,1,Real Estate,37,None,Own,1,Skilled,2,no,yes,Female,Divorced,1
Below 200 DM,36,all credits at this bank paid back duly ,Appliances,3990,None,<1 Year,3,"Female, Divorced",None,2,None,29,Bank,Own,1,"Unemployed, Unskilled",1,no,yes,Female,Divorced,1
Below 200 DM,24,existing credits paid back duly till now ,Car (Used),11560,Below 100 DM,"[1, 4) Years",1,"Female, Divorced",None,4,Car,23,None,Rent,2,Executive,1,no,yes,Female,Divorced,0
None,18,existing credits paid back duly till now ,Car (New),4380,"[100, 500) DM","[1, 4) Years",3,"Male, Single",None,4,Car,35,None,Own,1,Unskilled Resident,2,yes,yes,Male,Single,1
No Account,6,critical account/ other credits existing (not at this bank),Car (New),6761,Below 100 DM,"[4, 7) Years",1,"Male, Single",None,3,None,45,None,Own,2,Executive,2,yes,yes,Male,Single,1
Below 200 DM,30,no credits taken/ all credits paid back duly ,Business,4280,"[100, 500) DM","[1, 4) Years",4,"Female, Divorced",None,4,Car,26,None,Rent,2,Unskilled Resident,1,no,yes,Female,Divorced,0
None,24,all credits at this bank paid back duly ,Car (New),2325,"[100, 500) DM","[4, 7) Years",2,"Male, Single",None,3,Car,32,Bank,Own,1,Skilled,1,no,yes,Male,Single,1
Below 200 DM,10,all credits at this bank paid back duly ,Radio/TV,1048,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,4,Real Estate,23,Stores,Own,1,Unskilled Resident,1,no,yes,Male,Single,1
No Account,21,existing credits paid back duly till now ,Radio/TV,3160,None,Above 7 Years,4,"Male, Single",None,3,Life Insurance,41,None,Own,1,Skilled,1,yes,yes,Male,Single,1
None,24,all credits at this bank paid back duly ,Furniture,2483,"[500, 1000) DM","[1, 4) Years",4,"Male, Single",None,4,Real Estate,22,Stores,Own,1,Skilled,1,yes,yes,Male,Single,1
None,39,critical account/ other credits existing (not at this bank),Furniture,14179,None,"[4, 7) Years",4,"Male, Single",None,4,Life Insurance,30,None,Own,2,Executive,1,yes,yes,Male,Single,1
None,13,critical account/ other credits existing (not at this bank),Business,1797,Below 100 DM,<1 Year,3,"Male, Single",None,1,Life Insurance,28,Bank,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
None,15,existing credits paid back duly till now ,Car (New),2511,Below 100 DM,Unemployed,1,"Female, Divorced",None,4,Car,23,None,Rent,1,Skilled,1,no,yes,Female,Divorced,1
